"total_count","gender","district","municipality","ward","beneficiary_type","vulnerable","benef_from","dcode"
"50","Male","Dhading","Gujuri Rural Municipality","7","RTB","N","RS_RV_RTB","30"
"10","Male","Dhading","Gujuri Rural Municipality","7","RTB","N","SURVEY_RTB","30"
"15","Male","Dhading","Gujuri Rural Municipality","8","RCB","N","GRIEVANCE_PHASE_I","30"
"5","Male","Dhading","Gujuri Rural Municipality","8","RCB","N","GRIEVANCE_RCB_II","30"
"659","Male","Dhading","Gujuri Rural Municipality","8","RCB","N","SURVEY_RCB","30"
"9","Male","Dhading","Gujuri Rural Municipality","8","RCB","Y","SURVEY_RCB","30"
"16","Male","Dhading","Gujuri Rural Municipality","8","RTB","N","GRIEVANCE_RTB_II","30"
"11","Male","Dhading","Gujuri Rural Municipality","8","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Jwalamukhi Rural Municipality","1","GRB","N","RS_RV_RCB","30"
"1","Male","Dhading","Jwalamukhi Rural Municipality","1","GRB","N","RS_RV_RTB","30"
"33","Male","Dhading","Jwalamukhi Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Jwalamukhi Rural Municipality","1","RCB","N","MANUAL","30"
"44","Male","Dhading","Jwalamukhi Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"238","Male","Dhading","Jwalamukhi Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"9","Male","Dhading","Jwalamukhi Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Jwalamukhi Rural Municipality","1","RTB","N","GRIEVANCE_RTB_II","30"
"1","Male","Dhading","Jwalamukhi Rural Municipality","1","RTB","N","MANUAL","30"
"89","Male","Dhading","Jwalamukhi Rural Municipality","1","RTB","N","RS_RV_RTB","30"
"26","Male","Dhading","Jwalamukhi Rural Municipality","1","RTB","N","SURVEY_RTB","30"
"5","Male","Dhading","Jwalamukhi Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"6","Male","Dhading","Jwalamukhi Rural Municipality","2","RCB","N","GRIEVANCE_RCB_II","30"
"2","Male","Dhading","Jwalamukhi Rural Municipality","2","RCB","N","MANUAL","30"
"15","Male","Dhading","Jwalamukhi Rural Municipality","2","RCB","N","RS_RV_RCB","30"
"490","Male","Dhading","Jwalamukhi Rural Municipality","2","RCB","N","SURVEY_RCB","30"
"18","Male","Dhading","Jwalamukhi Rural Municipality","2","RCB","Y","SURVEY_RCB","30"
"47","Male","Dhading","Jwalamukhi Rural Municipality","2","RTB","N","GRIEVANCE_RTB_II","30"
"17","Male","Dhading","Jwalamukhi Rural Municipality","2","RTB","N","RS_RV_RTB","30"
"8","Male","Dhading","Jwalamukhi Rural Municipality","2","RTB","N","SURVEY_RTB","30"
"8","Male","Dhading","Jwalamukhi Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Jwalamukhi Rural Municipality","3","RCB","N","GRIEVANCE_RCB_II","30"
"19","Male","Dhading","Jwalamukhi Rural Municipality","3","RCB","N","RS_RV_RCB","30"
"611","Male","Dhading","Jwalamukhi Rural Municipality","3","RCB","N","SURVEY_RCB","30"
"4","Male","Dhading","Jwalamukhi Rural Municipality","3","RCB","Y","SURVEY_RCB","30"
"24","Male","Dhading","Jwalamukhi Rural Municipality","3","RTB","N","RS_RV_RTB","30"
"39","Male","Dhading","Jwalamukhi Rural Municipality","3","RTB","N","SURVEY_RTB","30"
"14","Male","Dhading","Jwalamukhi Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"13","Male","Dhading","Jwalamukhi Rural Municipality","4","RCB","N","GRIEVANCE_RCB_II","30"
"29","Male","Dhading","Jwalamukhi Rural Municipality","4","RCB","N","RS_RV_RCB","30"
"636","Male","Dhading","Jwalamukhi Rural Municipality","4","RCB","N","SURVEY_RCB","30"
"18","Male","Dhading","Jwalamukhi Rural Municipality","4","RCB","Y","SURVEY_RCB","30"
"59","Male","Dhading","Jwalamukhi Rural Municipality","4","RTB","N","GRIEVANCE_RTB_II","30"
"66","Male","Dhading","Jwalamukhi Rural Municipality","4","RTB","N","RS_RV_RTB","30"
"38","Male","Dhading","Jwalamukhi Rural Municipality","4","RTB","N","SURVEY_RTB","30"
"24","Male","Dhading","Jwalamukhi Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"17","Male","Dhading","Jwalamukhi Rural Municipality","5","RCB","N","GRIEVANCE_RCB_II","30"
"32","Male","Dhading","Jwalamukhi Rural Municipality","5","RCB","N","RS_RV_RCB","30"
"824","Male","Dhading","Jwalamukhi Rural Municipality","5","RCB","N","SURVEY_RCB","30"
"24","Male","Dhading","Jwalamukhi Rural Municipality","5","RCB","Y","SURVEY_RCB","30"
"42","Male","Dhading","Jwalamukhi Rural Municipality","5","RTB","N","GRIEVANCE_RTB_II","30"
"65","Male","Dhading","Jwalamukhi Rural Municipality","5","RTB","N","RS_RV_RTB","30"
"11","Male","Dhading","Jwalamukhi Rural Municipality","5","RTB","N","SURVEY_RTB","30"
"17","Male","Dhading","Jwalamukhi Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","30"
"8","Male","Dhading","Jwalamukhi Rural Municipality","6","RCB","N","GRIEVANCE_RCB_II","30"
"27","Male","Dhading","Jwalamukhi Rural Municipality","6","RCB","N","RS_RV_RCB","30"
"373","Male","Dhading","Jwalamukhi Rural Municipality","6","RCB","N","SURVEY_RCB","30"
"4","Male","Dhading","Jwalamukhi Rural Municipality","6","RCB","Y","SURVEY_RCB","30"
"61","Male","Dhading","Jwalamukhi Rural Municipality","6","RTB","N","GRIEVANCE_RTB_II","30"
"48","Male","Dhading","Jwalamukhi Rural Municipality","6","RTB","N","RS_RV_RTB","30"
"44","Male","Dhading","Jwalamukhi Rural Municipality","6","RTB","N","SURVEY_RTB","30"
"11","Male","Dhading","Jwalamukhi Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Jwalamukhi Rural Municipality","7","RCB","N","GRIEVANCE_RCB_II","30"
"15","Male","Dhading","Jwalamukhi Rural Municipality","7","RCB","N","RS_RV_RCB","30"
"369","Male","Dhading","Jwalamukhi Rural Municipality","7","RCB","N","SURVEY_RCB","30"
"1","Male","Dhading","Jwalamukhi Rural Municipality","7","RCB","N","SURVEY_RTB","30"
"2","Male","Dhading","Jwalamukhi Rural Municipality","7","RCB","Y","SURVEY_RCB","30"
"5","Male","Dhading","Jwalamukhi Rural Municipality","7","RTB","N","GRIEVANCE_RTB_II","30"
"28","Male","Dhading","Jwalamukhi Rural Municipality","7","RTB","N","RS_RV_RTB","30"
"64","Male","Dhading","Jwalamukhi Rural Municipality","7","RTB","N","SURVEY_RTB","30"
"10","Male","Dhading","Khaniyabas Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"9","Male","Dhading","Khaniyabas Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"404","Male","Dhading","Khaniyabas Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"21","Male","Dhading","Khaniyabas Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"25","Male","Dhading","Khaniyabas Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Khaniyabas Rural Municipality","2","RCB","N","MANUAL","30"
"16","Male","Dhading","Khaniyabas Rural Municipality","2","RCB","N","RS_RV_RCB","30"
"425","Male","Dhading","Khaniyabas Rural Municipality","2","RCB","N","SURVEY_RCB","30"
"12","Male","Dhading","Khaniyabas Rural Municipality","2","RCB","Y","SURVEY_RCB","30"
"8","Male","Dhading","Khaniyabas Rural Municipality","2","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Khaniyabas Rural Municipality","3","GRB","N","RS_RV_RCB","30"
"17","Male","Dhading","Khaniyabas Rural Municipality","3","RCB","N","RS_RV_RCB","30"
"470","Male","Dhading","Khaniyabas Rural Municipality","3","RCB","N","SURVEY_RCB","30"
"16","Male","Dhading","Khaniyabas Rural Municipality","3","RCB","Y","SURVEY_RCB","30"
"2","Male","Dhading","Khaniyabas Rural Municipality","4","GRB","N","RS_RV_RCB","30"
"2","Male","Dhading","Khaniyabas Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"32","Male","Dhading","Khaniyabas Rural Municipality","4","RCB","N","RS_RV_RCB","30"
"425","Male","Dhading","Khaniyabas Rural Municipality","4","RCB","N","SURVEY_RCB","30"
"10","Male","Dhading","Khaniyabas Rural Municipality","4","RCB","Y","SURVEY_RCB","30"
"66","Male","Dhading","Khaniyabas Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Khaniyabas Rural Municipality","5","RCB","N","MANUAL","30"
"25","Male","Dhading","Khaniyabas Rural Municipality","5","RCB","N","RS_RV_RCB","30"
"710","Male","Dhading","Khaniyabas Rural Municipality","5","RCB","N","SURVEY_RCB","30"
"14","Male","Dhading","Netrawati Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"33","Male","Dhading","Netrawati Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"598","Male","Dhading","Netrawati Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"14","Male","Dhading","Netrawati Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"3","Male","Dhading","Netrawati Rural Municipality","1","RTB","N","RS_RV_RTB","30"
"3","Male","Dhading","Netrawati Rural Municipality","1","RTB","N","SURVEY_RTB","30"
"35","Male","Dhading","Netrawati Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"9","Male","Dhading","Netrawati Rural Municipality","2","RCB","N","GRIEVANCE_RCB_II","30"
"32","Male","Dhading","Netrawati Rural Municipality","2","RCB","N","RS_RV_RCB","30"
"449","Male","Dhading","Netrawati Rural Municipality","2","RCB","N","SURVEY_RCB","30"
"13","Male","Dhading","Netrawati Rural Municipality","2","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Netrawati Rural Municipality","2","RTB","N","GRIEVANCE_RTB_II","30"
"4","Male","Dhading","Netrawati Rural Municipality","2","RTB","N","RS_RV_RTB","30"
"5","Male","Dhading","Netrawati Rural Municipality","2","RTB","N","SURVEY_RTB","30"
"51","Male","Dhading","Netrawati Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Netrawati Rural Municipality","3","RCB","N","GRIEVANCE_RCB_II","30"
"21","Male","Dhading","Netrawati Rural Municipality","3","RCB","N","RS_RV_RCB","30"
"590","Male","Dhading","Netrawati Rural Municipality","3","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Netrawati Rural Municipality","3","RCB","Y","SURVEY_RCB","30"
"8","Male","Dhading","Netrawati Rural Municipality","3","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Netrawati Rural Municipality","3","RTB","N","SURVEY_RTB","30"
"21","Male","Dhading","Netrawati Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"8","Male","Dhading","Netrawati Rural Municipality","4","RCB","N","RS_RV_RCB","30"
"761","Male","Dhading","Netrawati Rural Municipality","4","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Netrawati Rural Municipality","4","RCB","Y","SURVEY_RCB","30"
"2","Male","Dhading","Netrawati Rural Municipality","4","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Netrawati Rural Municipality","5","GRB","N","RS_RV_RCB","30"
"64","Male","Dhading","Netrawati Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"4","Male","Dhading","Netrawati Rural Municipality","5","RCB","N","GRIEVANCE_RCB_II","30"
"1","Male","Dhading","Netrawati Rural Municipality","5","RCB","N","MANUAL","30"
"17","Male","Dhading","Netrawati Rural Municipality","5","RCB","N","RS_RV_RCB","30"
"506","Male","Dhading","Netrawati Rural Municipality","5","RCB","N","SURVEY_RCB","30"
"3","Male","Dhading","Netrawati Rural Municipality","5","RCB","Y","SURVEY_RCB","30"
"8","Male","Dhading","Netrawati Rural Municipality","5","RTB","N","RS_RV_RTB","30"
"10","Male","Dhading","Netrawati Rural Municipality","5","RTB","N","SURVEY_RTB","30"
"12","Male","Dhading","Nilkantha  Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"24","Male","Dhading","Nilkantha  Municipality","1","RCB","N","RS_RV_RCB","30"
"255","Male","Dhading","Nilkantha  Municipality","1","RCB","N","SURVEY_RCB","30"
"6","Male","Dhading","Nilkantha  Municipality","1","RCB","Y","SURVEY_RCB","30"
"54","Male","Dhading","Nilkantha  Municipality","1","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Nilkantha  Municipality","1","RTB","N","SURVEY_RTB","30"
"35","Male","Dhading","Nilkantha  Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"50","Male","Dhading","Nilkantha  Municipality","2","RCB","N","RS_RV_RCB","30"
"429","Male","Dhading","Nilkantha  Municipality","2","RCB","N","SURVEY_RCB","30"
"10","Male","Dhading","Nilkantha  Municipality","2","RCB","Y","SURVEY_RCB","30"
"9","Male","Dhading","Nilkantha  Municipality","2","RTB","N","RS_RV_RTB","30"
"6","Male","Dhading","Nilkantha  Municipality","2","RTB","N","SURVEY_RTB","30"
"4","Male","Dhading","Nilkantha  Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"27","Male","Dhading","Nilkantha  Municipality","3","RCB","N","RS_RV_RCB","30"
"232","Male","Dhading","Nilkantha  Municipality","3","RCB","N","SURVEY_RCB","30"
"6","Male","Dhading","Nilkantha  Municipality","3","RCB","Y","SURVEY_RCB","30"
"5","Male","Dhading","Nilkantha  Municipality","3","RTB","N","RS_RV_RTB","30"
"6","Male","Dhading","Nilkantha  Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"35","Male","Dhading","Nilkantha  Municipality","4","RCB","N","RS_RV_RCB","30"
"273","Male","Dhading","Nilkantha  Municipality","4","RCB","N","SURVEY_RCB","30"
"6","Male","Dhading","Nilkantha  Municipality","4","RCB","Y","SURVEY_RCB","30"
"17","Male","Dhading","Nilkantha  Municipality","4","RTB","N","RS_RV_RTB","30"
"3","Male","Dhading","Nilkantha  Municipality","4","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Nilkantha  Municipality","5","GRB","N","RS_RV_RCB","30"
"40","Male","Dhading","Nilkantha  Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"58","Male","Dhading","Nilkantha  Municipality","5","RCB","N","RS_RV_RCB","30"
"850","Male","Dhading","Nilkantha  Municipality","5","RCB","N","SURVEY_RCB","30"
"22","Male","Dhading","Nilkantha  Municipality","5","RCB","Y","SURVEY_RCB","30"
"8","Male","Dhading","Nilkantha  Municipality","5","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Nilkantha  Municipality","6","GRB","N","RS_RV_RCB","30"
"60","Male","Dhading","Nilkantha  Municipality","6","RCB","N","GRIEVANCE_PHASE_I","30"
"18","Male","Dhading","Nilkantha  Municipality","6","RCB","N","RS_RV_RCB","30"
"1017","Male","Dhading","Nilkantha  Municipality","6","RCB","N","SURVEY_RCB","30"
"21","Male","Dhading","Nilkantha  Municipality","6","RCB","Y","SURVEY_RCB","30"
"33","Male","Dhading","Nilkantha  Municipality","6","RTB","N","RS_RV_RTB","30"
"64","Male","Dhading","Nilkantha  Municipality","6","RTB","N","SURVEY_RTB","30"
"2","Male","Dhading","Nilkantha  Municipality","7","RCB","N","GRIEVANCE_PHASE_I","30"
"66","Male","Dhading","Nilkantha  Municipality","7","RCB","N","RS_RV_RCB","30"
"2","Male","Dhading","Nilkantha  Municipality","7","RCB","N","RS_RV_RTB","30"
"822","Male","Dhading","Nilkantha  Municipality","7","RCB","N","SURVEY_RCB","30"
"24","Male","Dhading","Nilkantha  Municipality","7","RCB","Y","SURVEY_RCB","30"
"3","Male","Dhading","Nilkantha  Municipality","7","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Nilkantha  Municipality","8","GRB","N","RS_RV_RTB","30"
"41","Male","Dhading","Nilkantha  Municipality","8","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Nilkantha  Municipality","8","RCB","N","GRIEVANCE_RCB_II","30"
"50","Male","Dhading","Nilkantha  Municipality","8","RCB","N","RS_RV_RCB","30"
"737","Male","Dhading","Nilkantha  Municipality","8","RCB","N","SURVEY_RCB","30"
"14","Male","Dhading","Nilkantha  Municipality","8","RCB","Y","SURVEY_RCB","30"
"52","Male","Dhading","Nilkantha  Municipality","8","RTB","N","RS_RV_RTB","30"
"4","Male","Dhading","Nilkantha  Municipality","8","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Nilkantha  Municipality","9","GRB","N","RS_RV_RCB","30"
"11","Male","Dhading","Nilkantha  Municipality","9","RCB","N","GRIEVANCE_PHASE_I","30"
"3","Male","Dhading","Nilkantha  Municipality","9","RCB","N","GRIEVANCE_RCB_II","30"
"23","Male","Dhading","Nilkantha  Municipality","9","RCB","N","RS_RV_RCB","30"
"1064","Male","Dhading","Nilkantha  Municipality","9","RCB","N","SURVEY_RCB","30"
"26","Male","Dhading","Nilkantha  Municipality","9","RCB","Y","SURVEY_RCB","30"
"4","Male","Dhading","Nilkantha  Municipality","9","RTB","N","GRIEVANCE_RTB_II","30"
"39","Male","Dhading","Nilkantha  Municipality","9","RTB","N","RS_RV_RTB","30"
"21","Male","Dhading","Nilkantha  Municipality","10","RCB","N","GRIEVANCE_PHASE_I","30"
"4","Male","Dhading","Nilkantha  Municipality","10","RCB","N","GRIEVANCE_RCB_II","30"
"12","Male","Dhading","Nilkantha  Municipality","10","RCB","N","RS_RV_RCB","30"
"650","Male","Dhading","Nilkantha  Municipality","10","RCB","N","SURVEY_RCB","30"
"10","Male","Dhading","Nilkantha  Municipality","10","RCB","Y","SURVEY_RCB","30"
"13","Male","Dhading","Nilkantha  Municipality","10","RTB","N","RS_RV_RTB","30"
"24","Male","Dhading","Nilkantha  Municipality","11","RCB","N","GRIEVANCE_PHASE_I","30"
"6","Male","Dhading","Nilkantha  Municipality","11","RCB","N","GRIEVANCE_RCB_II","30"
"47","Male","Dhading","Nilkantha  Municipality","11","RCB","N","RS_RV_RCB","30"
"799","Male","Dhading","Nilkantha  Municipality","11","RCB","N","SURVEY_RCB","30"
"18","Male","Dhading","Nilkantha  Municipality","11","RCB","Y","SURVEY_RCB","30"
"2","Male","Dhading","Nilkantha  Municipality","11","RTB","N","GRIEVANCE_RTB_II","30"
"46","Male","Dhading","Nilkantha  Municipality","11","RTB","N","RS_RV_RTB","30"
"28","Male","Dhading","Nilkantha  Municipality","12","RCB","N","GRIEVANCE_PHASE_I","30"
"26","Male","Dhading","Nilkantha  Municipality","12","RCB","N","RS_RV_RCB","30"
"553","Male","Dhading","Nilkantha  Municipality","12","RCB","N","SURVEY_RCB","30"
"18","Male","Dhading","Nilkantha  Municipality","12","RCB","Y","SURVEY_RCB","30"
"11","Male","Dhading","Nilkantha  Municipality","12","RTB","N","RS_RV_RTB","30"
"16","Male","Dhading","Nilkantha  Municipality","12","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Nilkantha  Municipality","13","GRB","N","RS_RV_RCB","30"
"5","Male","Dhading","Nilkantha  Municipality","13","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Nilkantha  Municipality","13","RCB","N","GRIEVANCE_RCB_II","30"
"8","Male","Dhading","Nilkantha  Municipality","13","RCB","N","RS_RV_RCB","30"
"569","Male","Dhading","Nilkantha  Municipality","13","RCB","N","SURVEY_RCB","30"
"11","Male","Dhading","Nilkantha  Municipality","13","RCB","Y","SURVEY_RCB","30"
"3","Male","Dhading","Nilkantha  Municipality","13","RTB","N","RS_RV_RTB","30"
"3","Male","Dhading","Nilkantha  Municipality","13","RTB","N","SURVEY_RTB","30"
"14","Male","Dhading","Nilkantha  Municipality","14","GRB","N","RS_RV_RCB","30"
"1","Male","Dhading","Nilkantha  Municipality","14","GRB","N","RS_RV_RTB","30"
"31","Male","Dhading","Nilkantha  Municipality","14","RCB","N","GRIEVANCE_PHASE_I","30"
"70","Male","Dhading","Nilkantha  Municipality","14","RCB","N","RS_RV_RCB","30"
"994","Male","Dhading","Nilkantha  Municipality","14","RCB","N","SURVEY_RCB","30"
"13","Male","Dhading","Nilkantha  Municipality","14","RCB","Y","SURVEY_RCB","30"
"19","Male","Dhading","Nilkantha  Municipality","14","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Nilkantha Urban Municipality","3","RCB","N","MANUAL","30"
"1","Male","Dhading","Nilkantha Urban Municipality","4","RCB","N","MANUAL","30"
"1","Male","Dhading","Nilkantha Urban Municipality","11","RCB","N","MANUAL","30"
"19","Male","Dhading","Rubi valley Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"15","Male","Dhading","Rubi valley Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"370","Male","Dhading","Rubi valley Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"21","Male","Dhading","Rubi valley Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"2","Male","Dhading","Rubi valley Rural Municipality","1","RTB","N","RS_RV_RTB","30"
"23","Male","Dhading","Rubi valley Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"24","Male","Dhading","Rubi valley Rural Municipality","2","RCB","N","RS_RV_RCB","30"
